区,町,ふりがな,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,,パターン,
灘区,森後町,もりごちょう,3丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
灘区,薬師通,やくしどおり,1丁目,火金,24,月,毎週,木,毎週,水,,や,7,7
灘区,薬師通,やくしどおり,2丁目,火金,24,月,毎週,木,毎週,水,,や,7,7
灘区,薬師通,やくしどおり,3丁目,火金,24,月,毎週,木,毎週,水,,や,7,7
灘区,薬師通,やくしどおり,4丁目,火金,24,月,毎週,木,毎週,水,,や,7,7
灘区,八幡町,やはたちょう,1丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,八幡町,やはたちょう,2丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,八幡町,やはたちょう,3丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,八幡町,やはたちょう,4丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,山田町,やまだちょう,1丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,山田町,やまだちょう,2丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,山田町,やまだちょう,3丁目,月木,24,金,毎週,水,毎週,水,,や,16,16
灘区,大和町,やまとちょう,1丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,大和町,やまとちょう,2丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,大和町,やまとちょう,3丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,大和町,やまとちょう,4丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,大和町,やまとちょう,5丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,弓木町,ゆみのきちょう,2丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,弓木町,ゆみのきちょう,3丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,弓木町,ゆみのきちょう,4丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,弓木町,ゆみのきちょう,5丁目,月木,13,火,毎週,水,毎週,水,,や,10,10
灘区,六甲台町,ろっこうだいちょう,,月木,24,火,毎週,金,毎週,水,注意！一部の地域で「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：078-871-1081）へお問合せください。,ら,3,3
灘区,六甲町,ろっこうちょう,1丁目,月木,24,金,毎週,水,毎週,水,,ら,16,16
灘区,六甲町,ろっこうちょう,2丁目,月木,24,金,毎週,水,毎週,水,,ら,16,16
灘区,六甲町,ろっこうちょう,3丁目,月木,24,金,毎週,水,毎週,水,,ら,16,16
灘区,六甲町,ろっこうちょう,4丁目,月木,24,金,毎週,水,毎週,水,,ら,16,16
灘区,六甲町,ろっこうちょう,5丁目,月木,24,金,毎週,水,毎週,水,,ら,16,16
中央区,相生町,あいおいちょう,1丁目,火金,13,木,毎週,月,毎週,水,,あ,6,6
中央区,相生町,あいおいちょう,2丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
中央区,相生町,あいおいちょう,3丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
中央区,相生町,あいおいちょう,4丁目,火金,13,月,毎週,木,毎週,水,,あ,5,5
中央区,相生町,あいおいちょう,5丁目(国道2号線より北側）,火金,13,月,毎週,木,毎週,水,,あ,5,5
中央区,相生町,あいおいちょう,5丁目(国道2号線より南側）,火金,13,木,-,-,毎週,水,曜日の記載がない分別区分の収集日については、ご利用のクリーンステーション看板でご確認いただくか、環境局中央事業所（電話：078-251-3521）へお問合せください。,あ,-,-
中央区,明石町,あかしまち,,火金,13,木,-,-,毎週,水,曜日の記載がない分別区分の収集日については、ご利用のクリーンステーション看板でご確認いただくか、環境局中央事業所（電話：078-251-3521）へお問合せください。,あ,-,-
中央区,旭通,あさひどおり,1丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,旭通,あさひどおり,2丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,旭通,あさひどおり,3丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,旭通,あさひどおり,4丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,旭通,あさひどおり,5丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,1丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,2丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,3丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,4丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,5丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,吾妻通,あづまどおり,6丁目,月木,13,火,毎週,金,毎週,水,,あ,1,1
中央区,生田町,いくたちょう,1丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
中央区,生田町,いくたちょう,2丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
中央区,生田町,いくたちょう,3丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
中央区,生田町,いくたちょう,4丁目,火金,24,月,毎週,木,毎週,水,,あ,7,7
中央区,磯上通,いそがみどおり,1丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,2丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,3丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,4丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,5丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,6丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,7丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯上通,いそがみどおり,8丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯辺通,いそべどおり,1丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯辺通,いそべどおり,2丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯辺通,いそべどおり,3丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,磯辺通,いそべどおり,4丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,伊藤町,いとうまち,,火金,13,木,毎週,水,毎週,水,,あ,20,20
中央区,江戸町,えどまち,,火金,13,木,毎週,水,毎週,水,,あ,20,20
中央区,小野柄通,おのえどおり,1丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,2丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,3丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,4丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,5丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,6丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,7丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,小野柄通,おのえどおり,8丁目,月木,24,火,毎週,水,毎週,水,,あ,15,15
中央区,海岸通,かいがんどおり,丁目なし,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,1丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,2丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,3丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,4丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,5丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,海岸通,かいがんどおり,6丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,籠池通,かごいけどおり,1丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,3丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,4丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,5丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,6丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,籠池通,かごいけどおり,7丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,加納町,かのうちょう,1丁目,火金,24,月,毎週,木,毎週,水,注意！一部の地域で収集日が異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局中央事業所（電話：078-251-3521）へお問合せください。,か,7,7
中央区,加納町,かのうちょう,2丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,加納町,かのうちょう,3丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,加納町,かのうちょう,3丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,加納町,かのうちょう,4丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,加納町,かのうちょう,5丁目,火金,13,木,毎週,月,毎週,水,,か,6,6
中央区,加納町,かのうちょう,6丁目,火金,13,木,毎週,水,毎週,水,,か,20,20
中央区,上筒井通,かみつついどおり,1丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,3丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,4丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,5丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,6丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,上筒井通,かみつついどおり,7丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,神若通,かみわかどおり,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神若通,かみわかどおり,7丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,北長狭通,きたながさどおり,2丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,3丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,4丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,5丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,6丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,7丁目,火金,24,木,毎週,月,毎週,水,,か,8,8
中央区,北長狭通,きたながさどおり,8丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,北本町通,きたほんまちどおり,1丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北本町通,きたほんまちどおり,2丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北本町通,きたほんまちどおり,3丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北本町通,きたほんまちどおり,4丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北本町通,きたほんまちどおり,5丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北本町通,きたほんまちどおり,6丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,北野町,きたのちょう,1丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,北野町,きたのちょう,2丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,北野町,きたのちょう,3丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,北野町,きたのちょう,4丁目,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,楠町,くすのきちょう,1丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,2丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,3丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,4丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,5丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,6丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,7丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,楠町,くすのきちょう,8丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,国香通,くにかどおり,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,国香通,くにかどおり,7丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,7丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,雲井通,くもいどおり,8丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内町,くもちちょう,1丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,3丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,4丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,5丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,6丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,7丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,8丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内町,くもちちょう,9丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
中央区,熊内橋通,くもちばしどおり,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,6丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,熊内橋通,くもちばしどおり,7丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,神戸港地方,こうべこうじかた,,火金,24,月,毎週,木,毎週,水,,か,7,7
中央区,琴ノ緒町,ことのおちょう,1丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,琴ノ緒町,ことのおちょう,2丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,琴ノ緒町,ことのおちょう,3丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,琴ノ緒町,ことのおちょう,4丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,琴ノ緒町,ことのおちょう,5丁目,月木,13,火,毎週,金,毎週,水,,か,1,1
中央区,古湊通,こみなとどおり,1丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,古湊通,こみなとどおり,2丁目,火金,13,月,毎週,木,毎週,水,,か,5,5
中央区,御幸通,ごこうどおり,1丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,2丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,3丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,4丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,5丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,6丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,7丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,御幸通,ごこうどおり,8丁目,月木,24,火,毎週,水,毎週,水,,か,15,15
中央区,栄町通,さかえまちどおり,1丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,2丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,3丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,4丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,5丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,6丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,栄町通,さかえまちどおり,7丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
中央区,坂口通,さかぐちどおり,1丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,2丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,3丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,4丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,5丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,6丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,坂口通,さかぐちどおり,7丁目,月木,24,火,毎週,金,毎週,水,,さ,3,3
中央区,三宮町,さんのみやちょう,1丁目,火金,13,木,毎週,水,毎週,水,,さ,20,20
中央区,三宮町,さんのみやちょう,2丁目,火金,13,木,毎週,水,毎週,水,,さ,20,20
中央区,三宮町,さんのみやちょう,3丁目,火金,13,木,毎週,水,毎週,水,,さ,20,20
中央区,東雲通,しののめどおり,1丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,東雲通,しののめどおり,2丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,東雲通,しののめどおり,3丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,東雲通,しののめどおり,4丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,東雲通,しののめどおり,5丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,東雲通,しののめどおり,6丁目,月木,13,火,毎週,金,毎週,水,,さ,1,1
中央区,下山手通,しもやまてどおり,1丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,2丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,3丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,4丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,5丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,6丁目（山手幹線より北側）,火金,13,月,毎週,木,毎週,水,,さ,5,5
中央区,下山手通,しもやまてどおり,6丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,7丁目（山手幹線より北側）,火金,13,月,毎週,木,毎週,水,,さ,5,5
中央区,下山手通,しもやまてどおり,7丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,8丁目,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,下山手通,しもやまてどおり,9丁目（山手幹線より北側）,火金,13,月,毎週,木,毎週,水,,さ,5,5
中央区,下山手通,しもやまてどおり,9丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,さ,8,8
中央区,新港町,しんこうちょう,,火金,13,木,毎週,水,毎週,水,,さ,20,20
中央区,神仙寺通,しんせんじどおり,1丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
中央区,神仙寺通,しんせんじどおり,2丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
中央区,神仙寺通,しんせんじどおり,3丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
中央区,神仙寺通,しんせんじどおり,4丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
中央区,諏訪山町,すわやまちょう,,火金,24,月,毎週,木,毎週,水,,さ,7,7
中央区,橘通,たちばなどおり,1丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,橘通,たちばなどおり,2丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,橘通,たちばなどおり,3丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,橘通,たちばなどおり,4丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,多聞通,たもんどおり,1丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,多聞通,たもんどおり,2丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,多聞通,たもんどおり,3丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,多聞通,たもんどおり,4丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,多聞通,たもんどおり,5丁目,火金,13,月,毎週,木,毎週,水,,た,5,5
中央区,大日通,だいにちどおり,1丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,2丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,3丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,4丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,5丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,6丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,大日通,だいにちどおり,7丁目,月木,24,火,毎週,金,毎週,水,,た,3,3
中央区,筒井町,つついちょう,1丁目,月木,24,火,毎週,水,毎週,水,,た,15,15
中央区,筒井町,つついちょう,2丁目,月木,24,火,毎週,水,毎週,水,,た,15,15
中央区,筒井町,つついちょう,3丁目,月木,24,火,毎週,水,毎週,水,,た,15,15
中央区,中尾町,なかおちょう,,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中島通,なかじまどおり,1丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中島通,なかじまどおり,2丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中島通,なかじまどおり,3丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中島通,なかじまどおり,4丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中島通,なかじまどおり,5丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,中山手通,なかやまてどおり,1丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,中山手通,なかやまてどおり,1丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な,8,8
中央区,中山手通,なかやまてどおり,2丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,中山手通,なかやまてどおり,2丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な,8,8
中央区,中山手通,なかやまてどおり,3丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,中山手通,なかやまてどおり,3丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な,8,8
中央区,中山手通,なかやまてどおり,4丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,中山手通,なかやまてどおり,4丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な,8,8
中央区,中山手通,なかやまてどおり,5丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中山手通,なかやまてどおり,6丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中山手通,なかやまてどおり,7丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中山手通,なかやまてどおり,8丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中町通,なかまちどおり,2丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中町通,なかまちどおり,3丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,中町通,なかまちどおり,4丁目,火金,13,月,毎週,木,毎週,水,,な,5,5
中央区,二宮町,にのみやちょう,1丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,二宮町,にのみやちょう,1丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,二宮町,にのみやちょう,2丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,二宮町,にのみやちょう,2丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,二宮町,にのみやちょう,3丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,二宮町,にのみやちょう,3丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,二宮町,にのみやちょう,4丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,二宮町,にのみやちょう,4丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,布引町,ぬのびきちょう,1丁目,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,布引町,ぬのびきちょう,2丁目,火金,24,月,毎週,木,毎週,水,,な,7,7
中央区,布引町,ぬのびきちょう,3丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,布引町,ぬのびきちょう,4丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
中央区,野崎通,のざきどおり,1丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,野崎通,のざきどおり,2丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,野崎通,のざきどおり,3丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,野崎通,のざきどおり,4丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,野崎通,のざきどおり,5丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
中央区,野崎通,のざきどおり,6丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
